# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,1.0,3.0,0.8237192427678438,0,3.0,1.985037869753476,0.0,0.0,0.0
 0.09113726037595929,1.0124577128087375,3.000179112054864,0.8237192427678438,0.2734117811278779,3.0000000000000004,1.985037869753476,0.0,36.63602140285386,0.0
 0.13124349929696816,1.0258252840222069,3.0007143856076053,2.2930522702658958,0.3937304978909045,2.999999999999999,1.6010386881036722,0.0,39.26425134549156,0.0
 0.16357259075193958,1.0400943628212924,3.001602726740448,3.562429842925277,0.49071777225581875,3.0,1.308985024196333,0.0,38.807439690194414,0.0
 0.1920880134881843,1.0552565983868791,3.0028410415356146,4.6690403910024925,0.5762640404645529,3.000000000000001,1.0833179985190398,0.0,37.12688728045809,0.0
 0.21828399685493244,1.0713036398998514,3.0044262360753295,5.641615712660505,0.6548519905647974,3.000000000000001,0.9064212161552765,0.0,34.970031414790235,0.0
 0.2429059237397015,1.0882271365410936,3.0063552164418157,6.502645269313548,0.7287177712191044,2.9999999999999956,0.7659302414167057,0.0,32.68154621077161,0.0
 0.2663840827023189,1.106018737491491,3.0086248887172973,7.26994780639417,0.7991522481069565,2.999999999999995,0.6530177121868453,0.0,30.427110234466422,0.0
 0.288990688445968,1.124670091931928,3.011232158983998,7.957801491383303,0.8669720653379038,3.0000000000000027,0.5612806510321997,0.0,28.28502283846508,0.0
 0.31090920783592335,1.144172849043289,3.0141739333241406,8.57776731291353,0.9327276235077699,3.0,0.48600568069234046,0.0,26.288852215844877,0.0
 0.3322691893991775,1.1645186580064588,3.01744711781995,9.13929671156309,0.9968075681975324,3.0,0.42367547936208644,0.0,24.448821461184554,0.0
 0.3531654440062581,1.1856991680023223,3.0210486185536487,9.650185509659059,1.0594963320187742,3.0000000000000027,0.37163186487315,0.0,22.763038976458066,0.0
 0.3736693615647081,1.207706028211764,3.02497534160746,10.116916984212137,1.1210080846941242,2.9999999999999973,0.3278422558258527,0.0,21.223564010269385,0.0
 0.3938359571299042,1.2305308878156684,3.029224193063609,10.544924016059293,1.1815078713897127,3.0000000000000084,0.2907354437562196,0.0,19.81972913603425,0.0
 0.41370845197400913,1.2541653959949202,3.0337920790043182,10.938791481126689,1.2411253559220274,3.0,0.2590845351160241,0.0,18.539960953955053,0.0
 0.43332135984066356,1.278601201930404,3.0386759055118113,11.30241402716798,1.299964079521991,3.0000000000000084,0.2319224510546258,0.0,17.372761495313757,0.0
 0.4527026290128756,1.3038299548030048,3.043872578668312,11.639120193973298,1.358107887038627,2.9999999999999942,0.20848020106939083,0.0,16.307214844203802,0.0
 0.4718751671871041,1.3298433037936068,3.0493790045560436,11.95177089308914,1.4156255015613126,3.0000000000000115,0.18814128769406735,0.0,15.333224199124368,0.0
 0.49085795092205,1.3566328980830948,3.05519208925723,12.242838172020559,1.4725738527661503,3.0,0.1704076729674362,0.0,14.441596863872443,0.0
 0.5096668483131294,1.3841903868523535,3.061308738854095,12.514468685596468,1.5290005449393884,3.0,0.15487412436101577,0.0,13.624045180973681,0.0
 0.5283152392871983,1.4125074192822675,3.0677258594288617,12.768535206779644,1.584945717861595,3.0,0.14120869787333198,0.0,12.873142994535892,0.0
 0.5468144902741171,1.4415756445537216,3.074440357063754,13.006678710026058,1.6404434708223516,3.0,0.12913776051012393,0.0,12.182260649572875,0.0
 0.5651743222719586,1.4713867118476,3.081449137840996,13.230342968906134,1.6955229668158764,3.000000000000012,0.11843440211508456,0.0,11.545491782908554,0.0
 0.5834030996564686,1.501932270344788,3.08874910784281,13.440803168411463,1.7502092989694065,3.0,0.10890939974720551,0.0,10.957579364950117,0.0
 0.6015080592455923,1.5332039692261699,3.096337173151421,13.6391897000085,1.8045241777367775,3.0000000000000124,0.10040412109088838,0.0,10.413845021790905,0.0
 0.6194954937582482,1.5651934576726303,3.1042102398490514,13.826508055362911,1.8584864812747455,3.000000000000006,0.09278491198673854,0.0,9.910123634822007,0.0
 0.6373709000610098,1.5978923848650535,3.112365214017925,14.003655541845957,1.9121127001830303,2.999999999999994,0.08593862870854735,0.0,9.442704022742253,0.0
 0.6551390999428786,1.6312923999843254,3.1207990017402665,14.171435394347366,1.9654172998286366,3.000000000000006,0.07976905932794291,0.0,9.008275834592407,0.0
 0.672804339251105,1.665385152211329,3.129508509098298,14.330568742719954,2.0184130177533164,3.0000000000000187,0.07419404049925563,0.0,8.603882408058404,0.0
 0.690370369831905,1.7001622907269502,3.1384906421742444,14.481704804213516,2.071111109495716,2.999999999999994,0.06914312117277828,0.0,8.226879156942964,0.0
 0.7078405176957425,1.735615464712073,3.1477423070503288,14.625429599543232,2.1235215530872287,3.0,0.06455565985786317,0.0,7.874896973738768,0.0
 0.7252177400632919,1.7717363233475822,3.157260409808774,14.762273435377432,2.1756532201898766,2.999999999999994,0.06037926658688029,0.0,7.545810114339041,0.0
 0.7425046733729102,1.8085165158143628,3.167041856531805,14.892717351591052,2.2275140201187313,2.999999999999994,0.056568521549963495,0.0,7.237708049480408,0.0
 0.7597036738928953,1.8459476912932988,3.1770835533016437,15.017198696097568,2.2791110216786867,3.0,0.05308391585675102,0.0,6.948870807894438,0.0
 0.776816852245968,1.8840214989652755,3.1873824062005154,15.136115961585526,2.330450556737905,3.000000000000013,0.04989097230734949,0.0,6.677747372749829,0.0
