# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,2.24006485518316,0.6438368736223364,-0.02500699837875746,0,3.0,-0.07246170259074976,0.0,0.0,0.0
 0.08941655988627245,2.2520578358137167,0.6438316392321461,-0.02500699837875746,0.26824967965881735,3.0,-0.07246170259074976,0.0,-1.3449214389554602,0.0
 0.12641691723010712,2.2640366992840475,0.6438160071033334,-0.07476957221949382,0.3792507516903214,3.0000000000000013,-0.07197628971014007,0.0,-1.740507847105921,0.0
 0.15478266958227826,2.276001327962142,0.6437900837985356,-0.12414038677751094,0.4643480087468348,2.9999999999999982,-0.07149036157685092,0.0,-2.050036716807666,0.0
 0.17867445817935104,2.2879516042159915,0.64375397588039,-0.17311943063171684,0.5360233745380532,3.0000000000000013,-0.07100387595153802,0.0,-2.3103900163962026,0.0
 0.19970434574607066,2.2998874104135854,0.6437077899115335,-0.22170667291180046,0.599113037238212,2.9999999999999987,-0.0705167902546876,0.0,-2.5372705241695197,0.0
 0.21869932074923892,2.3118086289229143,0.643651632454604,-0.2699020630946761,0.6560979622477168,3.0,-0.07002906109409263,0.0,-2.739224838825543,0.0
 0.2361507789260872,2.3237151421119693,0.6435856100722382,-0.3177055308064241,0.7084523367782616,2.999999999999997,-0.06954064470967011,0.0,-2.9215488371181104,0.0
 0.25237897069663445,2.3356068323487396,0.6435098293270737,-0.3651169856021961,0.7571369120899033,3.0,-0.06905149660950102,0.0,-3.0878058794468015,0.0
 0.2676063952805638,2.347483582001216,0.6434243967817476,-0.41213631676128587,0.8028191858416913,3.0,-0.06856157130329908,0.0,-3.240535599914644,0.0
 0.2819950896394017,2.35934527343739,0.6433294189988973,-0.45876339306739106,0.8459852689182049,2.999999999999996,-0.06807082336482032,0.0,-3.3816268945325376,0.0
 0.2956674050561399,2.3711917890252496,0.6432250025411599,-0.504998062591165,0.8870022151684196,2.999999999999996,-0.06757920621467009,0.0,-3.512531730181821,0.0
 0.3087184159484837,2.3830230111327872,0.6431112539711726,-0.550840152461471,0.9261552478454509,2.9999999999999956,-0.06708667257304574,0.0,-3.6343958935692857,0.0
 0.3212237448971398,2.3948388221279924,0.642988279851573,-0.5962894686401998,0.9636712346914191,3.0,-0.0665931746907985,0.0,-3.7481431114330066,0.0
 0.33324471787323373,2.4066391043788555,0.6428561867449981,-0.6413457956932687,0.9997341536197011,3.0000000000000093,-0.06609866421277849,0.0,-3.8545314381512967,0.0
 0.34483188522961916,2.4184237402533673,0.6427150812140853,-0.6860088965475768,1.0344956556888574,3.0,-0.0656030917731331,0.0,-3.9541923599699627,0.0
 0.35602750033347486,2.4301926121195176,0.6425650698214718,-0.7302785122564073,1.0680825010004245,3.0,-0.06510640747965042,0.0,-4.047658695879441,0.0
 0.36686730991042066,2.441945602345297,0.6424062591297949,-0.7741543617522092,1.100601929731262,3.0000000000000053,-0.0646085605051703,0.0,-4.135384997566304,0.0
 0.3773818762377488,2.453682593298695,0.6422387557016918,-0.8176361415981579,1.1321456287132465,3.0000000000000107,-0.06410949958907883,0.0,-4.217762781288041,0.0
 0.38759757265530154,2.465403467347704,0.6420626660997997,-0.8607235257330493,1.1627927179659048,3.0000000000000107,-0.06360917208255455,0.0,-4.295132112512617,0.0
 0.39753734595272394,2.477108106860312,0.641878096886756,-0.9034161652139037,1.192612037858172,2.9999999999999942,-0.06310752512269399,0.0,-4.367790559933862,0.0
 0.40722130908221305,2.488796394204511,0.641685154625198,-0.9457136879536338,1.2216639272466392,2.9999999999999942,-0.0626045050860531,0.0,-4.43600021643037,0.0
 0.41666720819290975,2.50046821174829,0.6414839458777628,-0.9876156984530639,1.2500016245787293,3.0,-0.062100056861164675,0.0,-4.499993274928642,0.0
 0.4258907951037393,2.512123441859641,0.6412745772070879,-1.0291217775225165,1.277672385311218,3.000000000000006,-0.06159412506262551,0.0,-4.559976510661597,0.0
 0.4349061276160804,2.5237619669065534,0.6410571551758103,-1.0702314820145957,1.3047183828482412,2.9999999999999876,-0.06108665331737252,0.0,-4.616134916323595,0.0
 0.44372581405322287,2.5353836692570173,0.6408317863465673,-1.1109443445281149,1.3311774421596687,3.0000000000000124,-0.06057758422759885,0.0,-4.668634685866313,0.0
 0.4523612141888412,2.546988431279024,0.6405985772819964,-1.1512598731275971,1.3570836425665236,2.999999999999994,-0.06006685947965295,0.0,-4.717625678333722,0.0
 0.46082260571108236,2.5585761353405627,0.6403576345447348,-1.1911775510473575,1.382467817133247,2.9999999999999805,-0.05955442026220188,0.0,-4.7632434719506,0.0
 0.46911932318447314,2.570146663809624,0.6401090646974196,-1.2306968363911046,1.4073579695534193,3.0,-0.05904020589450246,0.0,-4.8056110878054685,0.0
 0.4772598748681734,2.581699899054199,0.6398529743026881,-1.269817161823148,1.43177962460452,2.9999999999999933,-0.058524155579638915,0.0,-4.844840447528118,0.0
 0.4852520415571489,2.5932357234422776,0.6395894699231777,-1.3085379342612833,1.4557561246714465,3.0,-0.05800620733526008,0.0,-4.881033611291025,0.0
 0.49310296071675286,2.60475401934185,0.6393186581215254,-1.346858534558839,1.4793088821502582,2.9999999999999787,-0.05748629762834777,0.0,-4.914283836316986,0.0
 0.5008191985003883,2.6162546691209068,0.6390406454603688,-1.3847783171761368,1.5024575955011643,2.999999999999986,-0.05696436274500418,0.0,-4.944676488554737,0.0
